CHR	原始拆分	替换拆分
沤	氵区一丿丶ㄋ	氵区一丿丶ㄋ
焓	火令丨ㄋ一一	火令丨ㄋ一一
俎	从目丨ㄋ一一	从目丨ㄋ一一
绦	纟文一丨丿丶	纟文一丨丿丶
窣	穴亠丿丶丿丶	穴亠丿丶丿丶
榫	木隹一丨丨丨	木隹一丨丨丨
蟪	虫笔丨ㄋ一一	虫笔丨ㄋ一一
烃	火轻ㄋ丶一丨	火轻ㄋ丶一丨
稗	禾卑丿丨ㄋ一	禾卑丿丨ㄋ一
锴	金比丿丨ㄋ一	金比丿丨ㄋ一
龉	止五丨ㄋ一一	止五丨ㄋ一一
謇	寒讠丶一一一	寒讠丶一一一
氩	气亚一丨丨丶	气亚一丨丨丶
嬷	女麻丿ㄋ丶丶	女麻丿ㄋ丶丶
鸢	戋鸟丿ㄋ丶ㄋ	戋鸟丿ㄋ丶ㄋ
肱	月石ㄋ丶丶丶	月石ㄋ丶丶丶
痤	疒从一丨一一	疒从一丨一一
笫	弓丶丿ㄋ一	弓丶丿ㄋ一
俣	亻口一一丿丶	亻口一一丿丶
阕	门一一丿丶	门祭一一丿丶
莆	艹甫一丨ㄋ一	艹甫一丨ㄋ一
鼹	鼠日丶丶ㄋㄋ	鼠日丶丶ㄋㄋ
菏	落可一丨ㄋ一	落可一丨ㄋ一
碜	石厶丿丿丿丿	石厶丿丿丿丿
砣	石宀丿ㄋㄋㄋ	石宀丿ㄋㄋㄋ
芨	艹及丿ㄋ丶丶	艹及丿ㄋ丶丶
猷	酋犬一丿丶丶	酋犬一丿丶丶
舸	舟可一丨ㄋ一	舟可一丨ㄋ一
竽	于一一丨丨	于一一丨丨
诓	讠匚一一丨一	讠匚一一丨一
錾	车丘丿丶一一	车丘丿丶一一
婕	女笔ㄋ一一丨	女笔ㄋ一一丨
淬	氵亠丿丶丿丶	氵亠丿丶丿丶
邈	豸白丿ㄋ丶ㄋ	豸白丿ㄋ丶ㄋ
姘	女䒑一丿丨丨	女首一丿丨丨
隗	耳鬼丿丨ㄋ一	耳鬼丿丨ㄋ一
悌	忄弓丶丿ㄋ一	忄弓丶丿ㄋ一
槭	木戊丨一一丨	木戊丨一一丨
稹	禾直丿丶丶丶	禾直丿丶丶丶
蹴	京一丿ㄋ丶	京一丿ㄋ丶
歙	合羽丿ㄋ丿丶	合羽丿ㄋ丿丶
豕	豕一丿ㄋ丿丿	豕一丿ㄋ丿丿
羯	羊日丿ㄋ丿丶	羊日丿ㄋ丿丶
砒	石比一ㄋ丿ㄋ	石比一ㄋ丿ㄋ
痈	疒甬丿ㄋ一一	疒甬丿ㄋ一一
镏	金留丨ㄋ一丨	金留丨ㄋ一丨
鲂	鱼方丶一ㄋ丿	鱼方丶一ㄋ丿
蓖	艹丿丶一一	艹丿丶一一
笤	刀丨ㄋ一一	刀丨ㄋ一一
匦	匚车丿ㄋㄋㄋ	匚车丿ㄋㄋㄋ
峥	山争丿ㄋㄋ一	山争丿ㄋㄋ一
浃	氵夹丿丶丶丶	氵夹丿丶丶丶
烊	火羊丶丿一一	火羊丶丿一一
徭	彳爪丿一一丨	彳爪丿一一丨
翳	匚矢丿ㄋㄋ丶	匚矢丿ㄋㄋ丶
褓	衤亻丨ㄋ一一	衤亻丨ㄋ一一
缢	纟䒑丿丶丨ㄋ	纟首丿丶丨ㄋ
趔	走歹丨丨丨丨	走歹丨丨丨丨
酆	山丰一一一丨	山丰一一一丨
蚨	虫夫一一丿丶	虫夫一一丿丶
窸	穴釆丶ㄋ丶丶	穴釆丶ㄋ丶丶
泷	氵龙一丿ㄋ丿	氵龙一丿ㄋ丿
仃	亻于一丨丨丨	亻于一丨丨丨
勖	日目ㄋ丿丿丿	日目ㄋ丿丿丿
誊	讠丶一一一	讠丶一一一
炔	火匚丿丶丶丶	火匚丿丶丶丶
葺	艹口一丨丨一	艹口一丨丨一
蚴	虫幺ㄋ丿丿丿	虫幺ㄋ丿丿丿
赜	臣丰丨ㄋ丿丶	臣丰丨ㄋ丿丶
蛴	虫文丿丨丨丨	虫文丿丨丨丨
媸	女山一丨ㄋ一	女山一丨ㄋ一
孱	尸子ㄋ丨一ㄋ	尸子ㄋ丨一ㄋ
逡	厶八丿ㄋ丶丶	厶八丿ㄋ丶丶
俳	亻非丨一一一	亻非丨一一一
砦	此石一丿丨ㄋ	此石一丿丨ㄋ
祜	衤古一丨丨ㄋ	衤古一丨丨ㄋ
跸	比一丨丨丨	比一丨丨丨
诖	讠圭一丨一一	讠圭一丨一一
茑	艹鸟丿ㄋ丶ㄋ	艹鸟丿ㄋ丶ㄋ
飚	几乂丶丿丿丶	几乂丶丿丿丶
屐	尸彳一丨ㄋ丶	尸彳一丨ㄋ丶
溴	氵自一丿丶丶	氵自一丿丶丶
伉	亻亠丿ㄋㄋㄋ	亻亠丿ㄋㄋㄋ
蛞	虫舌丿一丨丨	虫舌丿一丨丨
崆	山穴一丨一一	山穴一丨一一
鸨	七十丿ㄋ丶ㄋ	七十丿ㄋ丶ㄋ
庾	广鼠丿丶丶丶	广鼠丿丶丶丶
掮	扌户丨ㄋ一一	扌户丨ㄋ一一
蒯	艹月丿ㄋ一一	艹月丿ㄋ一一
圻	土丘丿丿一丨	土丘丿丿一丨
橛	木广丶丿一ㄋ	木广丶丿一ㄋ
矸	石舌一一丨丨	石舌一一丨丨
缂	纟革一丨丨一	纟革一丨丨一
鸪	古鸟丿ㄋ丶ㄋ	古鸟丿ㄋ丶ㄋ
啭	口车一一ㄋ丶	口车一一ㄋ丶
蛩	工几丶丨ㄋ一	工几丶丨ㄋ一
蠖	虫艹丿丨丶一	虫艹丿丨丶一
镉	金鬲一丨ㄋ一	金鬲一丨ㄋ一
饧	食㇉丿丿丿丿	食Z丿丿丿丿
诹	讠耳ㄋ丶丶丶	讠耳ㄋ丶丶丶
劭	刀口ㄋ丿丿丿	刀口ㄋ丿丿丿
遑	白王丶ㄋ丶丶	白王丶ㄋ丶丶
棂	木尹丶丿丿丶	木尹丶丿丿丶
螫	赤文丨ㄋ一丨	赤文丨ㄋ一丨
哐	口匚一一丨一	口匚一一丨一
杼	木矛ㄋ丶ㄋ丨	木矛ㄋ丶ㄋ丨
颢	日京一丿丨ㄋ	日京一丿丨ㄋ
崧	山木丿丶丶丶	山木丿丶丶丶
龃	止目丨ㄋ一一	止目丨ㄋ一一
饔	亠幺丿丿丨丶	亠幺丿丿丨丶
襁	衤弓丨ㄋ一丨	衤弓丨ㄋ一丨
腱	月聿ㄋ丶丶丶	月聿ㄋ丶丶丶
濠	氵一丿ㄋ丿	氵一丿ㄋ丿
牝	牛七丿ㄋㄋㄋ	牛七丿ㄋㄋㄋ
忾	忄气丿一一ㄋ	忄气丿一一ㄋ
鲆	鱼平一丶丿一	鱼平一丶丿一
蛄	虫古一丨丨ㄋ	虫古一丨丨ㄋ
嗄	口石丨ㄋ一一	口石丨ㄋ一一
灏	氵日丶一丨ㄋ	氵日丶一丨ㄋ
荞	艹天丿丨丨丨	艹天丿丨丨丨
苜	艹目丨ㄋ一一	艹目丨ㄋ一一
嘣	口山丿ㄋ一一	口山丿ㄋ一一
疥	疒人丿丨丨丨	疒人丿丨丨丨
夤	歹宀一丿丶丨	歹宀一丿丶丨
颞	耳双一丿丨ㄋ	耳双一丿丨ㄋ
砝	石去一丨一ㄋ	石去一丨一ㄋ
辇	夫夫一ㄋ一丨	夫夫一ㄋ一丨
遢	日羽丶ㄋ丶丶	日羽丶ㄋ丶丶
忤	忄一丨丨丨	忄一丨丨丨
旎	族尸丿ㄋㄋㄋ	族尸丿ㄋㄋㄋ
魉	鬼丙丿丶丿丶	鬼丙丿丶丿丶
瘛	疒丰ㄋ丿丶ㄋ	疒丰ㄋ丿丶ㄋ
荥	萝水丨ㄋ丿丶	萝水丨ㄋ丿丶
毂	车丿ㄋㄋ丶	车丿ㄋㄋ丶
娌	女田丨ㄋ一一	女田丨ㄋ一一
涫	氵宀丨ㄋ一ㄋ	氵宀丨ㄋ一ㄋ
碇	石定丶丶ㄋ一	石定丶丶ㄋ一
瓤	亠吅一一丨丨	亠吅一一丨丨
氚	气川丿丨丨丨	气川丿丨丨丨
臁	月广丶丿一ㄋ	月广丶丿一ㄋ
玮	王韦一一ㄋ丨	王韦一一ㄋ丨
羟	羊轻ㄋ丶一丨	羊轻ㄋ丶一丨
吡	口比一ㄋ丿ㄋ	口比一ㄋ丿ㄋ
壅	亠幺丿丿丨丶	亠幺丿丿丨丶
缛	纟辰一丨丶丶	纟辰一丨丶丶
毖	比心丿丿丿丿	比心丿丿丿丿
珈	王加ㄋ丿丨ㄋ	王加ㄋ丿丨ㄋ
颀	丘页一丿丨ㄋ	丘页一丿丨ㄋ
虼	虫ㄋㄋㄋㄋ	虫ㄋㄋㄋㄋ
珏	王王丶丶丶丶	王王丶丶丶丶
翕	合羽ㄋ丶一ㄋ	合羽ㄋ丶一ㄋ
佝	亻勹丨ㄋ一一	亻勹丨ㄋ一一
遴	米歹一ㄋ丨丶	米歹一ㄋ丨丶
祇	衤氏丿ㄋ一ㄋ	衤氏丿ㄋ一ㄋ
郛	爪子ㄋ丨丨丨	爪子ㄋ丨丨丨
玖	王久丿ㄋ丶丶	王久丿ㄋ丶丶
粽	米宀一一丨丿	米宀一一丨丿
蹇	寒口丨一丿丶	寒口丨一丿丶
氅	冂丨ㄋ一丿	冂丨ㄋ一丿
逋	甫辶丶ㄋ丶丶	甫辶丶ㄋ丶丶
诂	讠古一丨丨ㄋ	讠古一丨丨ㄋ
聒	耳舌丿一丨丨	耳舌丿一丨丨
髁	骨日一丨丿丶	骨日一丨丿丶
岢	山可一丨ㄋ一	山可一丨ㄋ一
黍	禾人丨丶一丿	禾人丨丶一丿
闳	门石ㄋ丶丶丶	门石ㄋ丶丶丶
鞣	革矛一丨丿丶	革矛一丨丿丶
髋	骨宀一丨丨丨	骨宀一丨丨丨
淝	氵月ㄋ丨一ㄋ	氵月ㄋ丨一ㄋ
潆	氵萝ㄋㄋ丶丨	氵萝ㄋㄋ丶丨
鲎	鱼丿ㄋ丨ㄋ	鱼丿ㄋ丨ㄋ
芾	艹笔丨ㄋ丨丨	艹笔丨ㄋ丨丨
汨	氵日丨ㄋ一一	氵日丨ㄋ一一
胍	月爪丿丿ㄋ丶	月爪丿丿ㄋ丶
戬	亚日一ㄋ丿丶	亚日一ㄋ丿丶
鬈	长ㄋㄋㄋㄋ	长ㄋㄋㄋㄋ
铵	金宀ㄋ丿一一	金宀ㄋ丿一一
鹜	矛文丿ㄋ丶ㄋ	矛文丿ㄋ丶ㄋ
钤	金令丿丶丶ㄋ	金令丿丶丶ㄋ
阏	门方丿丶丶丶	门方丿丶丶丶
衾	令衣丶一丿ㄋ	令衣丶一丿ㄋ
脍	月人一一ㄋ丶	月人一一ㄋ丶
畲	人示丨ㄋ一丨	人示丨ㄋ一丨
枰	木平一丶丿一	木平一丶丿一
樯	木十丶丿一丨	木十丶丿一丨
蹼	业丶丿一一	业丶丿一一
崮	山口一丨丨ㄋ	山口一丨丨ㄋ
洱	氵耳一丨丨一	氵耳一丨丨一
咭	口吉一丨一丨	口吉一丨一丨
囫	口勿丿ㄋ丿丿	口勿丿ㄋ丿丿
劬	勹口ㄋ丿丿丿	勹口ㄋ丿丿丿
刎	勿刂丨丨丨丨	勿刂丨丨丨丨
鳕	鱼ㄋ一一一	鱼ㄋ一一一
琊	王牙ㄋ丨丨丨	王牙ㄋ丨丨丨
碚	石立丨ㄋ一一	石立丨ㄋ一一
芏	艹土一丨一一	艹土一丨一一
恂	忄勹丨ㄋ一一	忄勹丨ㄋ一一
谪	讠立丨ㄋ丿丶	讠立丨ㄋ丿丶
槿	木堇一丨丨一	木堇一丨丨一
嘧	口宀丶ㄋ丶丿	口宀丶ㄋ丶丿
绀	纟甘一丨丨一	纟甘一丨丨一
鲧	鱼笔ㄋㄋ丶丨	鱼笔ㄋㄋ丶丨
芎	艹弓ㄋ一ㄋㄋ	艹弓ㄋ一ㄋㄋ
鲢	鱼车丶ㄋ丶丶	鱼车丶ㄋ丶丶
潸	氵林丨ㄋ一一	氵林丨ㄋ一一
鲶	鱼令丶ㄋ丶丶	鱼令丶ㄋ丶丶
噱	口虍一丿ㄋ丿	口虍一丿ㄋ丿
郦	丽耳ㄋ丨丨丨	丽耳ㄋ丨丨丨
浠	氵乂丨ㄋ丨丨	氵乂丨ㄋ丨丨
跏	加ㄋ丿丨ㄋ	加ㄋ丿丨ㄋ
琰	王火丶丿丿丶	王火丶丿丿丶
抻	扌日丨丨丨丨	扌日丨丨丨丨
臬	自木一丨丿丶	自木一丨丿丶
矍	目目丿丨丶一	目目丿丨丶一
鹚	䒑幺ㄋㄋ丶丿	首幺ㄋㄋ丶丿
苌	艹长丿一ㄋ丶	艹长丿一ㄋ丶
龆	止刀丨ㄋ一一	止刀丨ㄋ一一
觞	角ㄋ丿丿丿	角ㄋ丿丿丿
雒	各隹丿丨丶一	各隹丿丨丶一
呔	口大丶丶丶丶	口大丶丶丶丶
芄	艹九丶丶丶丶	艹九丶丶丶丶
阒	门目一丿丶丶	门目一丿丶丶
槎	木羊一丨一一	木羊一丨一一
舂	鼠丿丨一ㄋ	鼠丿丨一ㄋ
鸩	冖儿丿ㄋ丶ㄋ	冖儿丿ㄋ丶ㄋ
钒	金几丶丶丶丶	金几丶丶丶丶
饫	食天丿一丿丶	食天丿一丿丶
阡	耳舌丿一丨丨	耳舌丿一丨丨
稔	禾令丶ㄋ丶丶	禾令丶ㄋ丶丶
莒	艹口丨ㄋ一一	艹口丨ㄋ一一
萸	艹鼠丿丶丶丶	艹鼠丿丶丶丶
穰	禾亠丨ㄋ一丨	禾亠丨ㄋ一丨
蚧	虫人丿丨丨丨	虫人丿丨丨丨
餍	广犬丿丶丶ㄋ	广犬丿丶丶ㄋ
妗	女令丿丶丶ㄋ	女令丿丶丶ㄋ
谠	讠丿ㄋㄋㄋ	讠丿ㄋㄋㄋ
葩	艹白ㄋ丨一ㄋ	艹白ㄋ丨一ㄋ
谯	讠隹丶丶丶丶	讠隹丶丶丶丶
菸	艹方丿丶丶丶	艹方丿丶丶丶
芗	艹幺丿丿丿丿	艹幺丿丿丿丿
踔	卜丨ㄋ一一	卜丨ㄋ一一
佻	亻儿丶一丿丶	亻儿丶一丿丶
倨	亻尸一丨丨ㄋ	亻尸一丨丨ㄋ
钏	金川丿丨丨丨	金川丿丨丨丨
黩	黑十ㄋ丶丶一	黑十ㄋ丶丶一
饩	食气丿一一ㄋ	食气丿一一ㄋ
嘌	口西一一丨丿	口西一一丨丿
厣	广犬丨ㄋ一一	广犬丨ㄋ一一
蠓	虫萝一一丿ㄋ	虫萝一一丿ㄋ
恁	亻王丶ㄋ丶丶	亻王丶ㄋ丶丶
钿	金田丨ㄋ一丨	金田丨ㄋ一丨
殚	歹单丶丿丨ㄋ	歹单丶丿丨ㄋ
藿	艹丿丨丶一	艹丿丨丶一
鎏	氵亡丿丨ㄋㄋ	氵亡丿丨ㄋㄋ
缬	纟吉一丿丨ㄋ	纟吉一丿丨ㄋ
瓯	区瓦一ㄋㄋ丶	区瓦一ㄋㄋ丶
酩	西歹丨ㄋ一一	西歹丨ㄋ一一
旃	族冂丶一一一	族冂丶一一一
呋	口夫一一丿丶	口夫一一丿丶
婺	矛文ㄋ丿一一	矛文ㄋ丿一一
鄣	音十ㄋ丨丨丨	音十ㄋ丨丨丨
囟	乂一一一一	乂一一一一
锶	金田丶ㄋ丶丶	金田丶ㄋ丶丶
绱	纟丨ㄋ丨ㄋ	纟丨ㄋ丨ㄋ
恹	忄广一丿丶丶	忄广一丿丶丶
缦	纟日丨ㄋ丨丨	纟日丨ㄋ丨丨
逶	禾女丶ㄋ丶丶	禾女丶ㄋ丶丶
鸹	舌鸟丿ㄋ丶ㄋ	舌鸟丿ㄋ丶ㄋ
邬	勹㇉一ㄋ丨丨	勹Z一ㄋ丨丨
殇	歹ㄋ丿丿丿	歹ㄋ丿丿丿
媪	女日丨ㄋ丨丨	女日丨ㄋ丨丨
阗	门直丿丶丶丶	门直丿丶丶丶
鲛	鱼六丿丶丶丶	鱼六丿丶丶丶
篑	丨ㄋ丿丶	丨ㄋ丿丶
讦	讠舌一一丨丨	讠舌一一丨丨
螟	虫冖丨ㄋ一一	虫冖丨ㄋ一一
醪	西羽丿丶丿丿	西羽丿丶丿丿
菟	艹象丿ㄋ丶丶	艹象丿ㄋ丶丶
濉	氵目丿丨丶一	氵目丿丨丶一
峤	山天丿丨丨丨	山天丿丨丨丨
芡	艹欠丿ㄋ丿丶	艹欠丿ㄋ丿丶
鄯	羊䒑丨ㄋ一ㄋ	羊首丨ㄋ一ㄋ
肼	月二一一丿丨	月二一一丿丨
嫠	未文一丿ㄋ丿	未文一丿ㄋ丿
愆	彳氵一一丨丶	彳氵一一丨丶
掼	扌母丨ㄋ丿丶	扌母丨ㄋ丿丶
焖	火门丶ㄋ丶丶	火门丶ㄋ丶丶
聩	耳丨ㄋ丿丶	耳丨ㄋ丿丶
岘	山见丨ㄋ丿ㄋ	山见丨ㄋ丿ㄋ
讧	讠工一丨一一	讠工一丨一一
矽	石歹丿ㄋ丶丶	石歹丿ㄋ丶丶
靛	青定丶丶ㄋ一	青定丶丶ㄋ一
挈	丰刀丿一一丨	丰刀丿一一丨
杷	木巴ㄋ丨一ㄋ	木巴ㄋ丨一ㄋ
笳	加ㄋ丿丨ㄋ	加ㄋ丿丨ㄋ
姒	女以ㄋ丶丿丶	女以ㄋ丶丿丶
菖	艹日丨ㄋ一一	艹日丨ㄋ一一
卟	口卜丨丶丶丶	口卜丨丶丶丶
蚋	虫内丨ㄋ丿丶	虫内丨ㄋ丿丶
袢	衤半丶丿一一	衤半丶丿一一
砉	丰石一丿丨ㄋ	丰石一丿丨ㄋ
踽	笔丨ㄋ一丨	笔丨ㄋ一丨
黾	口日ㄋㄋㄋㄋ	口日ㄋㄋㄋㄋ
挲	氵少丿一一丨	氵少丿一一丨
凫	鸟几丿ㄋㄋㄋ	鸟几丿ㄋㄋㄋ
侩	亻人一一ㄋ丶	亻人一一ㄋ丶
莜	艹亻丿一丿丶	艹亻丿一丿丶
鼋	元口丨ㄋ一一	元口丨ㄋ一一
韪	是韦一一ㄋ丨	是韦一一ㄋ丨
郯	火火ㄋ丨丨丨	火火ㄋ丨丨丨
笪	旦丨ㄋ一一	旦丨ㄋ一一
诔	讠未一一一丨	讠未一一一丨
箸	者一丨一丿	者一丨一丿
菅	艹宀丨ㄋ一ㄋ	艹宀丨ㄋ一ㄋ
裢	衤车丶ㄋ丶丶	衤车丶ㄋ丶丶
趿	及丿ㄋ丶丶	及丿ㄋ丶丶
嵊	山禾丨一一丿	山禾丨一一丿
圜	口四一丨ㄋ一	口四一丨ㄋ一
赍	十从丶ㄋ丨ㄋ	十从丶ㄋ丨ㄋ
涪	氵立丨ㄋ一一	氵立丨ㄋ一一
莠	艹禾ㄋ丿丿丿	艹禾ㄋ丿丿丿
莴	艹口丨ㄋ丿丶	艹口丨ㄋ丿丶
旯	日九丿ㄋㄋㄋ	日九丿ㄋㄋㄋ
阌	门ㄋ丶丶丶	门ㄋ丶丶丶
巽	巴巴一丨丨一	巴巴一丨丨一
跎	宀丿ㄋㄋㄋ	宀丿ㄋㄋㄋ
囵	口仑丿丶丿ㄋ	口仑丿丶丿ㄋ
簟	西丨ㄋ一一	西丨ㄋ一一
柞	木乍丿一丨一	木乍丿一丨一
曷	日勹丿丶ㄋㄋ	日勹丿丶ㄋㄋ
榧	木匚丨一一一	木匚丨一一一
裰	衤双ㄋ丶ㄋ丶	衤双ㄋ丶ㄋ丶
笾	力丶ㄋ丶丶	力丶ㄋ丶丶
嗍	口屰丿ㄋ一一	口屰丿ㄋ一一
绔	纟大一一ㄋㄋ	纟大一一ㄋㄋ
餮	歹人丿丿丿丿	歹人丿丿丿丿
讵	讠匚ㄋ一一一	讠匚ㄋ一一一
魃	鬼石ㄋ丶丶丶	鬼石ㄋ丶丶丶
骓	马隹丿丨丶一	马隹丿丨丶一
逖	犬火丶ㄋ丶丶	犬火丶ㄋ丶丶
镒	金䒑丿丶丨ㄋ	金首丿丶丨ㄋ
枋	木方丶一ㄋ丿	木方丶一ㄋ丿
踅	折口丨一丿丶	折口丨一丿丶
鄢	正与丶丶丶丶	正与丶丶丶丶
瑭	王广ㄋ一一丨	王广ㄋ一一丨
乜	㇉乙ㄋㄋㄋㄋ	Z乙ㄋㄋㄋㄋ
鳟	鱼酋一丨丶丶	鱼酋一丨丶丶
荛	艹尧一ㄋ丿一	艹尧一ㄋ丿一
馓	食共丨ㄋ一一	食共丨ㄋ一一
蟛	虫壴丿丿丿丿	虫壴丿丿丿丿
忪	忄公丿丶ㄋ丶	忄公丿丶ㄋ丶
纰	纟比一ㄋ丿ㄋ	纟比一ㄋ丿ㄋ
姹	女宀丿一ㄋㄋ	女宀丿一ㄋㄋ
桉	木宀ㄋ丿一一	木宀ㄋ丿一一
阍	门氏丨ㄋ一一	门氏丨ㄋ一一
氘	气刂丿丨丨丨	气刂丿丨丨丨
氪	气古丿ㄋㄋㄋ	气古丿ㄋㄋㄋ
娉	女甲一ㄋㄋㄋ	女甲一ㄋㄋㄋ
纡	纟于一一丨丨	纟于一一丨丨
缟	纟丨ㄋ一一	纟丨ㄋ一一
旮	九日丨ㄋ一一	九日丨ㄋ一一
垅	土龙一丿ㄋ丿	土龙一丿ㄋ丿
汊	氵双丶丶丶丶	氵双丶丶丶丶
傈	亻西一丨丿丶	亻西一丨丿丶
郃	合耳ㄋ丨丨丨	合耳ㄋ丨丨丨
镢	金广丶丿一ㄋ	金广丶丿一ㄋ
蔺	艹门丿丨丶一	艹门丿丨丶一
魍	鬼冂丶丿一丶	鬼冂丶丿一丶
腭	月吅一一ㄋㄋ	月吅一一ㄋㄋ
槊	屰月一丨丿丶	屰月一丨丿丶
缁	纟川丨ㄋ一丨	纟川丨ㄋ一丨
鹕	古月丿ㄋ丶ㄋ	古月丿ㄋ丶ㄋ
髂	骨宀丿ㄋ丶丨	骨宀丿ㄋ丶丨
枥	木广ㄋ丿丿丿	木广ㄋ丿丿丿
庥	广亻一丨丿丶	广亻一丨丿丶
笮	乍丿一丨一	乍丿一丨一
堋	土月丿ㄋ一一	土月丿ㄋ一一
跞	留丨丿丶丶	留丨丿丶丶
吒	口笔一ㄋㄋㄋ	口笔一ㄋㄋㄋ
蜍	虫亼一丨丿丶	虫亼一丨丿丶
鹧	度水丿ㄋ丶ㄋ	度水丿ㄋ丶ㄋ
醚	西米丶ㄋ丶丶	西米丶ㄋ丶丶
禳	衤亠丨ㄋ一丨	衤亠丨ㄋ一丨
枳	木口丿丶丶丶	木口丿丶丶丶
舻	舟卜ㄋ一丿丿	舟卜ㄋ一丿丿
鏊	敖金丿丶一一	敖金丿丶一一
搿	手合丿一一丨	手合丿一一丨
钹	金石ㄋ丶丶丶	金石ㄋ丶丶丶
珩	王彳一一丨丨	王彳一一丨丨
蒺	艹疒丿一一丿	艹疒丿一一丿
蜢	虫子丨ㄋ丨丨	虫子丨ㄋ丨丨
鬻	弓米ㄋ一ㄋ一	弓米ㄋ一ㄋ一
骠	马西一一丨丿	马西一一丨丿
菀	艹宀丿ㄋ丶ㄋ	艹宀丿ㄋ丶ㄋ
垭	土亚一丨丨丶	土亚一丨丨丶
瘘	疒米ㄋ丿一一	疒米ㄋ丿一一
苄	艹笔一丨丶丶	艹笔一丨丶丶
苕	艹刀丨ㄋ一一	艹刀丨ㄋ一一
跹	舌丶ㄋ丶丶	舌丶ㄋ丶丶
卮	广笔ㄋㄋㄋㄋ	广笔ㄋㄋㄋㄋ
袷	衤合丿丶一丨	衤合丿丶一丨
磬	土尸丿ㄋㄋ丶	土尸丿ㄋㄋ丶
鸷	扌执丿ㄋ丶ㄋ	扌执丿ㄋ丶ㄋ
缶	缶丿一一丨ㄋ	缶丿一一丨ㄋ
笸	匚丨ㄋ一一	匚丨ㄋ一一
纨	纟九丶丶丶丶	纟九丶丶丶丶
琮	王宀一一丨丿	王宀一一丨丿
蕲	艹单丿丿一丨	艹单丿丿一丨
牦	牛毛丿一一ㄋ	牛毛丿一一ㄋ
阆	门笔ㄋ一一ㄋ	门笔ㄋ一一ㄋ
郓	冖车ㄋ丨丨丨	冖车ㄋ丨丨丨
蠲	䒑八丨ㄋ丨丨	首八丨ㄋ丨丨
锒	金笔ㄋ一一ㄋ	金笔ㄋ一一ㄋ
芰	艹十ㄋ丶丶丶	艹十ㄋ丶丶丶
锕	金耳一丨ㄋ一	金耳一丨ㄋ一
砩	石弓丿丨丨丨	石弓丿丨丨丨
驷	马口丿ㄋㄋㄋ	马口丿ㄋㄋㄋ
舢	舟山丨ㄋ丨丨	舟山丨ㄋ丨丨
妯	女甲丨ㄋ一丨	女甲丨ㄋ一丨
趸	力口丨一丿丶	力口丨一丿丶
鹩	大冫丨ㄋ一一	大冫丨ㄋ一一
蠊	虫广丶丿一ㄋ	虫广丶丿一ㄋ
芫	艹元丿ㄋㄋㄋ	艹元丿ㄋㄋㄋ
笊	爪丿丿丨丶	爪丿丿丨丶
嗉	口丰ㄋㄋ丶丨	口丰ㄋㄋ丶丨
焱	火火丶丿丿丶	火火丶丿丿丶
枇	木比一ㄋ丿ㄋ	木比一ㄋ丿ㄋ
饴	食厶丨ㄋ一一	食厶丨ㄋ一一
阃	门口一丨丿丶	门口一丨丿丶
莸	艹犬一丿ㄋㄋ	艹犬一丿ㄋㄋ
浯	氵五丨ㄋ一一	氵五丨ㄋ一一
擤	扌自丨ㄋ一丨	扌自丨ㄋ一丨
铆	金留丿ㄋ丿ㄋ	金留丿ㄋ丿ㄋ
柢	木氏丶丶丶丶	木氏丶丶丶丶
醢	西石丨ㄋ一丨	西石丨ㄋ一丨
呲	口此丨一丨一	口此丨一丨一
牖	片户一丨ㄋ一	片户一丨ㄋ一
鬣	长川丨ㄋ一丿	长川丨ㄋ一丿
碓	石隹丿丨丶一	石隹丿丨丶一
帙	巾笔一一丿丶	巾笔一一丿丶
堀	土尸ㄋ丨丨ㄋ	土尸ㄋ丨丨ㄋ
溆	氵亼一丨丿丶	氵亼一丨丿丶
潴	氵犬一丨一丿	氵犬一丨一丿
鹆	八人丨ㄋ一丿	八人丨ㄋ一丿
硪	石我丿一丨一	石我丿一丨一
雱	方丶一ㄋ丿	方丶一ㄋ丿
崾	山西ㄋ丿一一	山西ㄋ丿一一
箝	扌一丨丨一	扌一丨丨一
幂	冖日一丿丶丶	冖日一丿丶丶
獐	犬音一丨丨丨	犬音一丨丨丨
桁	木彳一一丨丨	木彳一一丨丨
鳏	鱼四丨丿丿丶	鱼四丨丿丿丶
郴	林耳ㄋ丨丨丨	林耳ㄋ丨丨丨
蛱	虫夹丿丶丶丶	虫夹丿丶丶丶
疝	疒山丨ㄋ丨丨	疒山丨ㄋ丨丨
诎	讠山ㄋ丨丨丨	讠山ㄋ丨丨丨
僳	亻西丶丿一丨	亻西丶丿一丨
茴	艹回丨ㄋ丨ㄋ	艹回丨ㄋ丨ㄋ
呦	口幺ㄋ丿丿丿	口幺ㄋ丿丿丿
揶	扌耳ㄋ丨丨丨	扌耳ㄋ丨丨丨
囹	口令丿丶丶ㄋ	口令丿丶丶ㄋ
脲	月尸丨ㄋ丿丶	月尸丨ㄋ丿丶
螈	虫广丿丨ㄋ一	虫广丿丨ㄋ一
嗌	口䒑丿丶丨ㄋ	口首丿丶丨ㄋ
贽	执贝丨ㄋ丿丶	执贝丨ㄋ丿丶
痼	疒口一丨丨ㄋ	疒口一丨丨ㄋ
镊	金耳ㄋ丶ㄋ丶	金耳ㄋ丶ㄋ丶
膈	月鬲一丨ㄋ一	月鬲一丨ㄋ一
赅	贝亥丶一ㄋ丿	贝亥丶一ㄋ丿
